title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
Arsenal hopes dashed after Vinícius Júnior extends Real Madrid contract to 2032,https://www.theguardian.com/football/2026/aug/06/arsenal-hopes-dashed-after-vinicius-junior-extends-real-madrid-contract-to-2032,"Thu, 06 Aug 2026 22:29:10 GMT",2026-08-08T23:56:03.812818,en,"Brazil international has agreed a new six-year deal‘Eight years at the Bernabéu are too few,’ says ViníciusVinícius Júnior has ended summer speculation over his future by agreeing a new six-year contract with Real Madrid. Arsenal had been heavily linked with a move for the Brazil international, who had entered the final 12 months of his deal at the Bernabéu.A tumultuous 2025-26 campaign in which R",https://i.guim.co.uk/img/media/d822aacac0eea8dabc179b04764d6096794d25b7/162_103_2688_2150/master/2688.jpg?width=140&quality=85&auto=format&fit=max&s=97e427cccc1fb4bccec67a9933c271d9,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Vinicius Jr,Real Madrid,Real Madrid,Non communiqué,RUMEUR 📰,Neutre,arsenalhopesdashedafterviníciusjúniorextendsrealmadridcontra,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Kerolin failed to report for pre-season at Manchester City before Barcelona switch,https://www.theguardian.com/football/2026/aug/06/kerolin-failed-to-report-for-pre-season-at-manchester-city-before-barcelona-switch,"Thu, 06 Aug 2026 19:35:07 GMT",2026-08-08T23:56:03.826067,en,City taken aback by forward’s absence from trainingWSL champions wait two days before mentioning dealThe Brazil forward Kerolin failed to report back for pre-season training at Manchester City in July before her transfer to Barcelona had been agreed.Barcelona announced their signing of the 26-year-old on Tuesday but it was not until Thursday evening when Manchester City first made any reference to,https://i.guim.co.uk/img/media/519c94e89d00a2f5c8dda9193e71ada40759062b/2265_368_4930_3945/master/4930.jpg?width=140&quality=85&auto=format&fit=max&s=7d0bb909ae15878e53132cbe68e661a9,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Joueur Star,Manchester City,FC Barcelone,Non communiqué,RUMEUR 📰,Neutre,kerolinfailedtoreportforpreseasonatmanchestercitybeforebarce,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Barcelona step up Rodri interest after Real Madrid talks with Manchester City star stall,https://www.theguardian.com/football/2026/aug/06/barcelona-rodri-alvarez-manchester-city-real-madrid-transfers,"Thu, 06 Aug 2026 16:39:01 GMT",2026-08-08T23:56:03.844622,en,"Barça ready to hijack rivals’ plans to sign Spain captainManchester City will allow midfielder to go for £60mBarcelona have stepped up their attempts to hijack Real Madrid’s move to sign Rodri from Manchester City.While City have not given up hope that Spain’s World Cup-winning captain will sign a new contract after he entered the final year of his deal, they are thought to be willing to allow him",https://i.guim.co.uk/img/media/8aeb173606ae38bc4598e4fc0bec9fd92016535e/180_33_2358_1887/master/2358.jpg?width=140&quality=85&auto=format&fit=max&s=5241fff397bf31e6f0eb494b7893d882,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Rodri,FC Barcelone,Real Madrid,Non communiqué,NEGOCIATION 💬,Neutre,barcelonastepuprodriinterestafterrealmadridtalkswithmanchest,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Espagne 🇪🇸,0.0
Real Madrid announce arrival of £115m Yan Diomande on seven-year contract,https://www.theguardian.com/football/2026/aug/05/real-madrid-agree-club-record-115m-deal-for-yan-diomande-and-want-to-keep-vinicius,"Thu, 06 Aug 2026 15:15:19 GMT",2026-08-08T23:56:03.850577,en,"Forward becomes most expensive African playerClub are in positive talks with Vinícius JúniorReal Madrid have sealed the €135m (£115.7m) club-record signing of Yan Diomande from RB Leipzig.After several weeks of negotiations that saw Paris Saint-Germain pull out of the race, the deal for Diomande – the 19-year-old who joined the German side from Leganés last summer and starred for Côte d’Ivoire at ",https://i.guim.co.uk/img/media/66c044c02400ffc43c9a62caa40fe14b54096014/180_0_1794_1435/master/1794.jpg?width=140&quality=85&auto=format&fit=max&s=05df847266462c5e35b6f312a0667f6f,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Ousmane Diomande,Real Madrid,RB Leipzig,Non communiqué,RUMEUR 📰,Bullish,realmadridannouncearrivalof115myandiomandeonsevenyearcontrac,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Côte d'Ivoire 🇨🇮,0.0
Mohamed Salah to earn upwards of £14.5m per season in two-year Trabzonspor deal,https://www.theguardian.com/football/2026/aug/06/mohamed-salah-14m-per-season-two-year-trabzonspor-deal,"Thu, 06 Aug 2026 14:07:16 GMT",2026-08-08T23:56:03.856411,en,Club reveal salary to Turkish stock exchangeStriker will receive 20% from products sold in his nameMohamed Salah has signed a two-year deal with Trabzonspor and the Egypt forward will receive €17m (£14.5m) a season.The ⁠announcement to ‌the Turkish stock ‌exchange came ​as Trabzonspor fans prepared to head to the club’s stadium for a ceremony to mark the 34-year-old’s former Liverpool player’s sig,https://i.guim.co.uk/img/media/aa8926e8b2fd08f97b173ed278e3271c72926199/795_0_4938_3952/master/4938.jpg?width=140&quality=85&auto=format&fit=max&s=0a36a50d85a592eff578d0c1fb01917a,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,RUMEUR 📰,Bullish,mohamedsalahtoearnupwardsof145mperseasonintwoyeartrabzonspor,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Égypte 🇪🇬,0.0
Football transfer rumours: Arsenal back for £60m Konsa? Asencio to Liverpool?,https://www.theguardian.com/football/2026/aug/06/football-transfer-rumours-arsenal-ezri-konsa-raul-asencio-liverpool,"Thu, 06 Aug 2026 08:26:43 GMT",2026-08-08T23:56:03.864845,en,"Today’s rumours are prising open their war chestAston Villa struggling to hold on to their World Cup stars has become something of a theme of this transfer window and off we go again with Arsenal stepping up their interest in Ezri Konsa. The Daily Mail reports that the Premier League champions, having had a bid for the England defender rebuffed last month, are coming back with a bigger offer for K",https://i.guim.co.uk/img/media/a594e7a0db017a8d5503d82d1352959c79918e77/3_117_1745_1396/master/1745.jpg?width=140&quality=85&auto=format&fit=max&s=4c39b430e4ad047a2b9fd498c6aab68e,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Joueur Star,Arsenal,Liverpool,Non communiqué,RUMEUR 📰,Neutre,footballtransferrumoursarsenalbackfor60mkonsaasenciotoliverp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Football Daily | Mohamed Salah and a potted history of Liverpool legends visiting Trabzon,https://www.theguardian.com/football/2026/aug/05/mohamed-salah-potted-history-liverpool-legends-visiting-trabzon-football-daily,"Wed, 05 Aug 2026 15:34:31 GMT",2026-08-08T23:56:03.875027,en,"Sign up now! Sign up now! Sign up now? Sign up now!This October will mark the 50th anniversary of the first time Liverpool and Trabzonspor were thrown together by the gods of football. When they played each other in the second round of the European Cup in 1976 it’s fair to say not many associated with Liverpool were impressed with Trabzon. Bob Paisley described the team hotel as a “doss house”, th",https://i.guim.co.uk/img/media/d583855b5a689f1a50f0695c3ea82657bde24099/1042_0_2859_2287/master/2859.jpg?width=140&quality=85&auto=format&fit=max&s=0950491bcc1d9bb545b87f4e9af2eb23,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,RUMEUR 📰,Bullish,footballdailymohamedsalahandapottedhistoryofliverpoollegends,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Égypte 🇪🇬,0.0
"Transfer roundup: Coventry to make Yirenkyi record signing, Palace swoop for Gozo",https://www.theguardian.com/football/2026/aug/05/crystal-palace-ready-to-swoop-for-us-star-zavier-gozo-and-stand-firm-on-wharton,"Wed, 05 Aug 2026 13:49:12 GMT",2026-08-08T23:56:03.876254,en,"Promoted side closing on £23m deal with NordsjællandPalace target USA’s Zavier Gozo, hold firm on WhartonCoventry are set to break their transfer record for the fourth time in this window after agreeing a £23m fee with Danish side Nordsjælland for the Ghana midfielder Caleb Yirenkyi.The deal for Yirenkyi, who impressed during the Black Stars’ World Cup campaign and scored the winning goal against ",https://i.guim.co.uk/img/media/dca6e5c9ccef4b633263f1ff82b82f4f25535918/655_0_5173_4138/master/5173.jpg?width=140&quality=85&auto=format&fit=max&s=3ca640c83638432df3915e8a8eea1926,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Joueur Star,,,Non communiqué,RUMEUR 📰,Bullish,transferroundupcoventrytomakeyirenkyirecordsigningpalaceswoo,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"‘Trabzon, are you ⁠ready?’: Mohamed Salah lands in Turkey to sign for Trabzonspor",https://www.theguardian.com/football/2026/aug/04/trabzonspor-transfer-mohamed-salah-turkish-super-lig,"Wed, 05 Aug 2026 10:48:47 GMT",2026-08-08T23:56:03.887167,en,"Salah greeted by hundreds of fans before free transferEgypt star left Liverpool this summer after nine yearsMohamed Salah arrived smiling at an Istanbul airport on Wednesday wearing Trabzonspor’s burgundy and blue kit ahead of ⁠his expected move to ⁠the Turkish Super Lig ​side, as hundreds of fans jostled for a glimpse of the Egyptian forward.Trabzonspor announced on Tuesday they were in negotiati",https://i.guim.co.uk/img/media/88be0e028ad896eec9372f534da710f2511057ed/267_0_5037_4030/master/5037.jpg?width=140&quality=85&auto=format&fit=max&s=269422d610620ed69927a24109a2401f,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Mohamed Salah,Liverpool,Trabzonspor,free transfer,RUMEUR 📰,Neutre,trabzonareyoureadymohamedsalahlandsinturkeytosignfortrabzons,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Égypte 🇪🇬,0.0
Arsenal agree £75m fee with Newcastle for Bruno Guimarães as clubs reach compromise,https://www.theguardian.com/football/2026/aug/05/arsenal-agree-75m-fee-with-newcastle-for-bruno-guimaraes-as-clubs-reach-compromise,"Wed, 05 Aug 2026 10:23:19 GMT",2026-08-08T23:56:03.888049,en,Magpies rejected opening offer of £70m on MondayNewcastle captain to travel from Spain training campBruno Guimarães is poised to leave Newcastle’s pre-season training camp in southern Spain and fly to London before a £75m move to Arsenal. The departing Newcastle captain is scheduled to undergo a medical in north London in the next couple of days after the two clubs finally compromised on the fee.W,https://i.guim.co.uk/img/media/79cb003171cc75502426404f0fd5c0be6433a260/117_129_2826_2261/master/2826.jpg?width=140&quality=85&auto=format&fit=max&s=7e188668020590423e011881cdd37b4c,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Bruno Guimarães,Newcastle,Arsenal,Non communiqué,RUMEUR 📰,Neutre,arsenalagree75mfeewithnewcastleforbrunoguimarãesasclubsreach,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Football transfer rumours: Folarin Balogun to Spurs? Pedro Neto to Manchester City?,https://www.theguardian.com/football/2026/aug/05/football-transfer-rumours-folarin-balogun-tottenham-hotspur-pedro-neto-manchester-city,"Wed, 05 Aug 2026 07:31:34 GMT",2026-08-08T23:56:03.902376,en,"Today’s fluff is riding a unicycleIt’s been a quiet summer thus far for Folarin Balogun, so why not stir up some controversy by signing for the arch rivals of your boyhood club? The Monaco striker, who started his career at Arsenal, is being linked with a move to Tottenham, who need a goalscorer to ensure they do not finish 17th again. The American’s agents have offered him to Roberto De Zerbi’s s",https://i.guim.co.uk/img/media/0dbc0c0a28b2545682b304d3c5f8c2c020c8356e/379_0_3776_3023/master/3776.jpg?width=140&quality=85&auto=format&fit=max&s=33193a0774a35d10d2e6acdd90f4318d,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Folarin Balogun,AS Monaco,Manchester City,Non communiqué,RUMEUR 📰,Neutre,footballtransferrumoursfolarinbaloguntospurspedronetotomanch,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,USA 🇺🇸,0.0
Barcelona sign Brazil forward Kerolin from Manchester City for club-record £1.25m,https://www.theguardian.com/football/2026/aug/04/barcelona-sign-brazil-forward-kerolin-manchester-city-womens-super-league,"Tue, 04 Aug 2026 18:57:15 GMT",2026-08-08T23:56:03.909695,en,"Transfer fee largest sum received for a sale by WSL sideSigning eclipses Olivia Smith’s £1m move to ArsenalBarcelona have signed the Brazil forward Kerolin from Manchester City for an undisclosed fee that sources say is in the region of £1.25m, which would represent the largest sum received for a sale by a Women’s Super League side.The deal is also a club-record for Barcelona, and in terms of a fe",https://i.guim.co.uk/img/media/f98c8932a50a8b3846f5c241e3e1a5bcb10a2d78/260_0_4802_3843/master/4802.jpg?width=140&quality=85&auto=format&fit=max&s=0f4729e6bc4a2708c176a196d858bb24,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Joueur Star,FC Barcelone,Manchester City,Non communiqué,RUMEUR 📰,Bullish,barcelonasignbrazilforwardkerolinfrommanchestercityforclubre,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"Football Daily | Chelsea, Jordan Henderson and a transfer pivot for the ages",https://www.theguardian.com/football/2026/aug/04/chelsea-jordan-henderson-transfer-pivot-for-the-ages-football-daily,"Tue, 04 Aug 2026 15:28:29 GMT",2026-08-08T23:56:03.911018,en,"Sign up now! Sign up now! Sign up now? Sign up now!Who’s next? Can they convince Craig Gordon to reverse his recent retirement? Invite Bolo Zenden back for a second spell at Stamford Bridge? Get Kieran Richardson to replace Marc Cucurella? Chelsea really have cooked up a fascinating transfer policy: to recreate the Sunderland XI that triumphed 3-0 at the Bridge in November 2010. Danny Welbeck, 19 ",https://i.guim.co.uk/img/media/c598779bde9579bf2d980b7aec224cf33cf2462c/195_0_1070_856/master/1070.jpg?width=140&quality=85&auto=format&fit=max&s=2bbaf407ba8f9f3d6c7f669906f8b17d,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Anthony Gordon,Newcastle,Chelsea,Non communiqué,RUMEUR 📰,Neutre,footballdailychelseajordanhendersonandatransferpivotfortheag,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Angleterre 🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.0
Frank Lampard hails ‘huge’ signing as Coventry seal record £22.5m Rushworth deal,https://www.theguardian.com/football/2026/aug/04/frank-lampard-coventry-brighton-carl-rushworth-transfer-roundup,"Tue, 04 Aug 2026 12:06:44 GMT",2026-08-08T23:56:03.916490,en,"The 25-year-old excelled during promotion campaignBrighton goalkeeper completes permanent switchCoventry have completed the club-record £22.5m signing of goalkeeper Carl Rushworth from Brighton as Frank Lampard’s side continue to prepare for their return to the Premier League after 25 years away.The 25-year-old excelled on loan at Coventry in the Championship last season, playing an instrumental r",https://i.guim.co.uk/img/media/4970d19603374d0d009357ccf708498ca607b056/482_145_2020_1616/master/2020.jpg?width=140&quality=85&auto=format&fit=max&s=7efdb079a5f0d10f42bd4e8b5093734b,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,The Guardian Transfers,Frank Lampard,,Brighton,loan,RUMEUR 📰,Bullish,franklampardhailshugesigningascoventrysealrecord225mrushwort,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Liverpool ready to sanction €70 million exit as Real Madrid circle key star,https://www.caughtoffside.com/2026/08/08/liverpool-ready-to-sanction-e70-million-exit-as-real-madrid-circle-key-star/,"Sat, 08 Aug 2026 21:30:00 +0000",2026-08-08T23:56:12.826533,en,"Liverpool midfielder Alexis Mac Allister has been linked with a move away from the club this summer. According to reports from Spain, Real Madrid are monitoring his situation, and they could look to make a move for him. The 27-year-old has been outstanding for Liverpool since joining the club from Brighton, and he has helped […] The post Liverpool ready to sanction €70 million exit as Real Madrid ",https://icdn.caughtoffside.com/wp-content/uploads/2026/07/COS-FeaturedHero-Image-Templates-62-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Joueur Star,Liverpool,Real Madrid,70 million,RUMEUR 📰,Bullish,liverpoolreadytosanction70millionexitasrealmadridcirclekeyst,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,70.0
Romano confirms surprise Arsenal enquiry for 28-year-old ahead of “complicated” move,https://www.caughtoffside.com/2026/08/08/romano-confirms-arsenal-surprise-enquiry-ahead-of-complicated-move-for-28-year-old/,"Sat, 08 Aug 2026 21:00:30 +0000",2026-08-08T23:56:12.827197,en,"Cristian Romero is all set to leave Tottenham Hotspur this summer, and he has been linked with a surprise move to Arsenal. According to Fabrizio Romano, Arsenal have made enquiries for the 28-year-old defender, but Tottenham do not want to sell the player to a direct rival. Atletico Madrid are interested in the player as […] The post Romano confirms surprise Arsenal enquiry for 28-year-old ahead o",https://icdn.caughtoffside.com/wp-content/uploads/2026/04/COS-FeaturedHero-Image-Templates-71-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Joueur Star,Tottenham,Arsenal,Non communiqué,RUMEUR 📰,Bullish,romanoconfirmssurprisearsenalenquiryfor28yearoldaheadofcompl,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Liverpool move into pole position for 18-year-old wonderkid as transfer race heats up,https://www.caughtoffside.com/2026/08/08/liverpool-move-into-pole-position-for-18-year-old-wonderkid-as-transfer-race-heats-up/,"Sat, 08 Aug 2026 20:30:25 +0000",2026-08-08T23:56:12.828750,en,"Ibrahim Mbaye has been linked with a move away from PSG this summer, and Liverpool are keen on signing him. According to Football Insider, they are now in pole position to sign the player. Multiple clubs are keen on the young winger, but Liverpool are leading the race to sign Mbaye. Pete O’Rourke told Football […] The post Liverpool move into pole position for 18-year-old wonderkid as transfer rac",https://icdn.caughtoffside.com/wp-content/uploads/2026/01/COS-FeaturedHero-Image-Templates-12-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Joueur Star,Liverpool,PSG,Non communiqué,RUMEUR 📰,Bullish,liverpoolmoveintopolepositionfor18yearoldwonderkidastransfer,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Tottenham advance talks for £60 million “top target” as transfer nears,https://www.caughtoffside.com/2026/08/08/tottenham-advance-talks-for-60-million-top-target-as-transfer-nears/,"Sat, 08 Aug 2026 19:40:47 +0000",2026-08-08T23:56:12.830277,en,"Tottenham Hotspur are interested in signing the Manchester City attacker Savinho this summer. According to a report from Football Insider, Tottenham have been tracking him for 12 months, and they are advancing in talks with the player. The Brazilian has struggled for regular opportunities at Manchester City, and he needs to leave the club in […] The post Tottenham advance talks for £60 million “to",https://icdn.caughtoffside.com/wp-content/uploads/2026/03/COS-FeaturedHero-Image-Templates-2-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Joueur Star,Tottenham,Manchester City,60 million,NEGOCIATION 💬,Bullish,tottenhamadvancetalksfor60milliontoptargetastransfernears,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,60.0
Manchester United monitoring 22-year-old Serie A star as transfer plans take shape,https://www.caughtoffside.com/2026/08/08/manchester-united-monitoring-22-year-old-serie-a-star-as-transfer-plans-take-shape/,"Sat, 08 Aug 2026 19:00:15 +0000",2026-08-08T23:56:12.832993,en,"Manchester United are looking to add more quality to the defensive unit, and they have identified Giorgio Scalvini as a potential target. The 22-year-old is highly rated in Italy, and it remains to be seen whether Atalanta is prepared to sanction his departure. According to reports, Manchester United are keeping tabs on Antonee Robinson as […] The post Manchester United monitoring 22-year-old Seri",https://icdn.caughtoffside.com/wp-content/uploads/2026/05/COS-FeaturedHero-Image-Templates-21.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Antonee Robinson,Manchester United,Atalanta,Non communiqué,RUMEUR 📰,Bullish,manchesterunitedmonitoring22yearoldserieastarastransferplans,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,USA 🇺🇸,0.0
Liverpool face Mourinho obstacle in bid to sign “top drawer” defender,https://www.caughtoffside.com/2026/08/08/liverpool-face-mourinho-obstacle-in-bid-to-sign-top-drawer-defender/,"Sat, 08 Aug 2026 18:30:58 +0000",2026-08-08T23:56:12.834683,en,"Trent Alexander-Arnold has had a difficult time at Real Madrid since joining the club. The 27-year-old defender played just over 1100 minutes in the league last season, and he has been linked with a return to the Premier League. talkSPORT pundit Andy Townsend has urged Liverpool to bring him back to the club. Townsend said […] The post Liverpool face Mourinho obstacle in bid to sign “top drawer” d",https://icdn.caughtoffside.com/wp-content/uploads/2025/09/fenerbahce-v-feyenoord-uefa-champions-league-third-qualifying-round-second-leg-min.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),José Mourinho,Liverpool,Real Madrid,Non communiqué,NEGOCIATION 💬,Bullish,liverpoolfacemourinhoobstacleinbidtosigntopdrawerdefender,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Portugal 🇵🇹,0.0
Arsenal receive huge encouragement in pursuit of 28-year-old World Cup winner,https://www.caughtoffside.com/2026/08/08/arsenal-receive-huge-encouragement-in-pursuit-of-28-year-old-world-cup-winner/,"Sat, 08 Aug 2026 17:30:36 +0000",2026-08-08T23:56:12.835685,en,"Cristian Romero has been heavily linked with a move away from Tottenham Hotspur this summer. The 28-year-old is looking to join a bigger club where he can fight for major trophies. Arsenal have been mentioned as a potential destination, and Tottenham insider Paul O Keefe has now confirmed that the Tottenham defender is indeed very […] The post Arsenal receive huge encouragement in pursuit of 28-ye",https://icdn.caughtoffside.com/wp-content/uploads/2026/04/COS-FeaturedHero-Image-Templates-85.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),World Cup,Arsenal,Tottenham,Non communiqué,RUMEUR 📰,Bullish,arsenalreceivehugeencouragementinpursuitof28yearoldworldcupw,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Arsenal and Tottenham among clubs in talks to sign 12-G/A attacking sensation,https://www.caughtoffside.com/2026/08/08/arsenal-and-tottenham-among-clubs-in-talks-to-sign-12-g-a-attacking-sensation/,"Sat, 08 Aug 2026 17:00:20 +0000",2026-08-08T23:56:12.836791,en,"Endrick has been linked with a move away from Real Madrid during the summer transfer window. The 20-year-old Brazilian was on loan at Lyon last season, and he impressed in France. Endrick had five goals and seven assists in 16 Ligue 1 matches. He will be hoping to play regularly this season, and Real Madrid […] The post Arsenal and Tottenham among clubs in talks to sign 12-G/A attacking sensation ",https://icdn.caughtoffside.com/wp-content/uploads/2025/02/Tottenham-and-Arsenal-club-logos.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Endrick,Arsenal,Tottenham,loan,NEGOCIATION 💬,Neutre,arsenalandtottenhamamongclubsintalkstosign12gaattackingsensa,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Brésil 🇧🇷,0.0
Liverpool and Man United on alert after rival club makes opening offer for €50m target,https://www.caughtoffside.com/2026/08/08/liverpool-and-man-united-on-alert-after-rival-club-makes-opening-offer-for-e50m-target/,"Sat, 08 Aug 2026 16:30:49 +0000",2026-08-08T23:56:12.837900,en,"Monaco midfielder Lamine Camara has been linked with a move away from the French club this summer. According to a report from FootMercato, Liverpool and Manchester United are keeping tabs on the 22-year-old midfielder, and they will face competition from Crystal Palace. The Eagles have reportedly submitted an offer to sign the player. It remains […] The post Liverpool and Man United on alert after",https://icdn.caughtoffside.com/wp-content/uploads/2026/03/COS-FeaturedHero-Image-Templates-4-5.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Man United,AS Monaco,Liverpool,Non communiqué,RUMEUR 📰,Bullish,liverpoolandmanunitedonalertafterrivalclubmakesopeningofferf,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Arsenal will have to pay more than €100m for the “major attacking signing” that Mikel Arteta wants,https://www.caughtoffside.com/2026/08/08/arsenal-told-to-pay-more-than-e100m-major-attacking/,"Sat, 08 Aug 2026 15:45:27 +0000",2026-08-08T23:56:12.839222,en,"Arsenal have turned their attentions to Kenan Yildiz after they failed to land Vinicius Jr as a left wing option. If you enjoy CaughtOffside coverage and want to see more of it, add us as a preferred source on Google to make us a favourite and see more of our content. Arsenal today completed the […] The post Arsenal will have to pay more than €100m for the “major attacking signing” that Mikel Arte",https://icdn.caughtoffside.com/wp-content/uploads/2026/01/Kenan-Yildiz-in-action-for-Juventus.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Fabrizio Romano (CaughtOffside),Kenan Yıldız,Juventus,Arsenal,Non communiqué,RUMEUR 📰,Neutre,arsenalwillhavetopaymorethan100mforthemajorattackingsigningt,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Turquie 🇹🇷,0.0
Famous OGC Nice eagle mascot and trainer blasted by sprinkler,https://www.90min.com/famous-ogc-nice-eagle-mascot-trainer-blasted-by-sprinkler?utm_source=RSS,"Mon, 29 Sep 2025 08:55:00 +0000",2026-08-08T23:56:13.404784,en,OGC Nice mascot eagle Mefi and her trainer were hilariously drenched by a rogue sprinkler during a pre-match show before facing Roma.,"https://images2.minutemediacdn.com/image/upload/c_crop,w_6000,h_3375,x_0,y_0/c_fill,w_2880,ar_16:9,f_auto,q_auto,g_auto/images/GettyImages/mmsport/90min_en_international_web/01k60bbw4kyg9nn0jn8h.jpg",Ligue 1 🇫🇷,90min Transfers,Joueur Star,OGC Nice,AS Roma,Non communiqué,RUMEUR 📰,Neutre,famousogcniceeaglemascotandtrainerblastedbysprinkler,Ligue 1 🇫🇷,International 🌍,0.0
Corinthians debut electric Nike Total 90 third kit against Flamengo,https://www.90min.com/corinthians-debut-electric-nike-total-90-third-kit-flamengo?utm_source=RSS,"Mon, 29 Sep 2025 08:50:00 +0000",2026-08-08T23:56:13.405033,en,Corinthians and Nike launch a bold Total 90 third kit with black and orange detailing for the 2025/26 season.,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1047,h_588,x_33,y_52/c_fill,w_2880,ar_16:9,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/90min_en_international_web/01k60pe8c5kaq0tcef0p.jpg",Ligue 1 🇫🇷,90min Transfers,Nike Total,,Flamengo,Non communiqué,RUMEUR 📰,Neutre,corinthiansdebutelectricniketotal90thirdkitagainstflamengo,Ligue 1 🇫🇷,International 🌍,0.0
